id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
3452,Breaking News 3452,John Doe,This is the content of article 3452. It contains detailed analysis and reports.,Washington,30-06-2020,The Onion,Entertainment,-0.79,1069,1221,1,1,60.26,44077,615,Right,FALSE,1,77,7,0.9,67.12,Fake
3453,Breaking News 3453,Jane Smith,This is the content of article 3453. It contains detailed analysis and reports.,Florida,22-10-2020,The Guardian,Entertainment,-0.3,752,3366,0,0,62.89,47291,226,Right,TRUE,1,10,6,0.97,2.85,Real
3454,Breaking News 3454,Alex Johnson,This is the content of article 3454. It contains detailed analysis and reports.,Georgia,31-03-2023,The Onion,Politics,-0.94,1238,5512,1,0,46.96,15802,418,Right,Mixed,1,88,10,0.12,56.34,Real
3455,Breaking News 3455,Jane Smith,This is the content of article 3455. It contains detailed analysis and reports.,North Carolina,02-09-2023,Snopes,Politics,-0.19,711,663,1,1,78.39,19528,482,Center,FALSE,0,22,5,0.21,65.47,Fake
3456,Breaking News 3456,Alex Johnson,This is the content of article 3456. It contains detailed analysis and reports.,Ohio,19-09-2020,CNN,Entertainment,-0.36,836,915,1,1,43.5,25933,787,Right,TRUE,0,20,10,0.59,26.93,Fake
3457,Breaking News 3457,Jane Smith,This is the content of article 3457. It contains detailed analysis and reports.,Indiana,03-10-2021,HuffPost,Business,-0.34,258,1129,1,1,31.31,8250,694,Right,FALSE,0,74,2,0.03,6.23,Fake
3458,Breaking News 3458,Emily Davis,This is the content of article 3458. It contains detailed analysis and reports.,Texas,30-03-2021,The Guardian,Business,0.08,1230,7854,0,1,43.47,13852,255,Right,Mixed,0,96,5,0.82,67.36,Fake
3459,Breaking News 3459,Alex Johnson,This is the content of article 3459. It contains detailed analysis and reports.,Florida,19-06-2021,Reuters,Politics,-0.25,438,2060,0,0,32.69,35370,554,Left,FALSE,0,91,1,0.4,40,Real
3460,Breaking News 3460,Alex Johnson,This is the content of article 3460. It contains detailed analysis and reports.,North Carolina,01-12-2023,The Guardian,Technology,0.41,1486,5324,1,1,40.41,1965,636,Right,TRUE,1,91,3,0.76,2.26,Fake
3461,Breaking News 3461,Alex Johnson,This is the content of article 3461. It contains detailed analysis and reports.,Ohio,17-03-2022,BBC,Business,0.63,1438,565,1,0,49.19,43859,629,Right,FALSE,1,80,10,0.58,76.84,Fake
3462,Breaking News 3462,Alex Johnson,This is the content of article 3462. It contains detailed analysis and reports.,New Jersey,07-07-2022,New York Times,Health,-0.58,311,735,0,0,70.86,11536,83,Right,TRUE,0,75,7,0.31,34.84,Real
3463,Breaking News 3463,Chris Lee,This is the content of article 3463. It contains detailed analysis and reports.,Maryland,09-03-2020,Breitbart,Technology,-0.68,1365,5000,1,1,65.56,4839,911,Center,Mixed,0,38,2,0.38,48.47,Real
3464,Breaking News 3464,Alex Johnson,This is the content of article 3464. It contains detailed analysis and reports.,Ohio,30-01-2021,Snopes,Health,-0.48,1019,5453,1,0,64.49,43651,543,Center,Mixed,0,80,7,0.4,62.44,Real
3465,Breaking News 3465,Chris Lee,This is the content of article 3465. It contains detailed analysis and reports.,Michigan,08-04-2020,Daily Mail,Health,-0.29,207,6366,1,1,37.98,30734,125,Left,Mixed,0,89,10,0.88,16.63,Real
3466,Breaking News 3466,John Doe,This is the content of article 3466. It contains detailed analysis and reports.,Tennessee,04-04-2023,Reuters,Sports,0.27,212,3536,0,0,47.97,1636,968,Left,Mixed,0,61,1,0.01,37.29,Fake
3467,Breaking News 3467,Chris Lee,This is the content of article 3467. It contains detailed analysis and reports.,New Jersey,04-04-2022,The Onion,Politics,0.69,1214,6715,0,1,52.13,44971,967,Center,TRUE,1,49,6,0.8,5.92,Real
3468,Breaking News 3468,Chris Lee,This is the content of article 3468. It contains detailed analysis and reports.,Ohio,07-10-2022,Washington Post,Business,0.44,591,1585,1,1,42.13,26792,639,Left,TRUE,0,72,2,0.64,9.19,Fake
3469,Breaking News 3469,Emily Davis,This is the content of article 3469. It contains detailed analysis and reports.,Florida,15-09-2020,The Onion,Technology,-0.53,1018,1695,0,1,56.52,26635,353,Right,TRUE,1,42,5,0.37,47.27,Real
3470,Breaking News 3470,Alex Johnson,This is the content of article 3470. It contains detailed analysis and reports.,Virginia,04-01-2023,The Onion,Health,-0.28,469,7586,1,1,72.9,13332,167,Center,Mixed,1,95,1,0.02,31.71,Fake
3471,Breaking News 3471,Emily Davis,This is the content of article 3471. It contains detailed analysis and reports.,Tennessee,22-01-2021,Fox News,Business,-0.63,1177,4530,1,1,36.73,3801,988,Left,TRUE,1,33,8,0.53,11.4,Real
3472,Breaking News 3472,Emily Davis,This is the content of article 3472. It contains detailed analysis and reports.,Texas,13-02-2021,New York Times,Business,0.64,1295,693,1,0,76.27,17527,333,Center,Mixed,0,36,1,0.4,74.44,Fake
3473,Breaking News 3473,Alex Johnson,This is the content of article 3473. It contains detailed analysis and reports.,Ohio,14-02-2022,BBC,Entertainment,0.14,1073,4532,1,1,48.39,16420,199,Center,Mixed,0,58,5,0.76,72.25,Fake
3474,Breaking News 3474,Emily Davis,This is the content of article 3474. It contains detailed analysis and reports.,Indiana,28-01-2022,The Onion,Health,-0.21,940,7883,0,0,44.43,49594,698,Right,TRUE,1,77,4,0.86,89.08,Real
3475,Breaking News 3475,Alex Johnson,This is the content of article 3475. It contains detailed analysis and reports.,Michigan,26-11-2023,Washington Post,Health,0.67,1331,2355,0,1,57.14,39011,139,Center,FALSE,0,84,10,0.45,67.04,Fake
3476,Breaking News 3476,John Doe,This is the content of article 3476. It contains detailed analysis and reports.,Virginia,07-03-2022,HuffPost,Business,-0.06,275,2578,0,0,48.09,32611,205,Center,Mixed,0,95,8,0.96,16.48,Fake
3477,Breaking News 3477,Alex Johnson,This is the content of article 3477. It contains detailed analysis and reports.,California,11-01-2024,The Onion,Health,0.29,1322,2573,1,1,30.41,21496,373,Center,Mixed,0,4,3,0.02,57.22,Real
3478,Breaking News 3478,Alex Johnson,This is the content of article 3478. It contains detailed analysis and reports.,Pennsylvania,16-06-2022,InfoWars,Technology,-0.24,914,7763,1,1,54.09,6986,764,Left,Mixed,0,36,4,0.69,32.24,Fake
3479,Breaking News 3479,Chris Lee,This is the content of article 3479. It contains detailed analysis and reports.,New Jersey,03-03-2021,Reuters,Entertainment,0.77,901,6945,1,1,50.34,23151,197,Center,Mixed,0,24,2,0.36,3.96,Real
3480,Breaking News 3480,Alex Johnson,This is the content of article 3480. It contains detailed analysis and reports.,Michigan,17-12-2022,Washington Post,Technology,0.1,523,3263,0,0,63.87,19966,162,Right,TRUE,0,53,6,0.5,99.64,Real
3481,Breaking News 3481,Emily Davis,This is the content of article 3481. It contains detailed analysis and reports.,Massachusetts,13-01-2022,The Onion,Technology,-0.78,1174,7431,0,1,44.77,20166,786,Left,Mixed,0,19,1,0.02,75.4,Real
3482,Breaking News 3482,Chris Lee,This is the content of article 3482. It contains detailed analysis and reports.,Indiana,13-04-2020,BBC,Politics,0.12,1089,4043,1,0,35.12,6421,930,Right,Mixed,0,92,3,0.93,96.87,Fake
3483,Breaking News 3483,Jane Smith,This is the content of article 3483. It contains detailed analysis and reports.,Massachusetts,15-03-2022,HuffPost,Entertainment,-0.63,401,6020,1,1,43.47,3905,161,Right,TRUE,1,9,5,0.3,19.88,Real
3484,Breaking News 3484,John Doe,This is the content of article 3484. It contains detailed analysis and reports.,Texas,24-09-2022,Fox News,Politics,0.51,834,5118,0,1,39.75,40080,227,Left,FALSE,1,9,10,0.78,79.21,Real
3485,Breaking News 3485,John Doe,This is the content of article 3485. It contains detailed analysis and reports.,Pennsylvania,25-06-2021,BBC,Sports,-0.42,1382,5787,1,1,33.45,34648,181,Center,Mixed,0,96,5,0.67,39.9,Fake
3486,Breaking News 3486,John Doe,This is the content of article 3486. It contains detailed analysis and reports.,Florida,07-09-2023,CNN,Health,0.98,1478,4323,0,0,33.31,38943,221,Right,TRUE,0,77,3,0.62,52.1,Real
3487,Breaking News 3487,Chris Lee,This is the content of article 3487. It contains detailed analysis and reports.,New Jersey,13-09-2020,BBC,Health,0.12,305,6223,0,1,55.21,10686,537,Center,Mixed,0,77,10,0.77,11.45,Real
3488,Breaking News 3488,John Doe,This is the content of article 3488. It contains detailed analysis and reports.,Tennessee,26-12-2021,Washington Post,Politics,-0.29,528,2216,0,0,63.93,42786,386,Right,TRUE,1,46,7,0.04,40.06,Real
3489,Breaking News 3489,Jane Smith,This is the content of article 3489. It contains detailed analysis and reports.,Missouri,07-09-2022,Reuters,Technology,0.54,1228,7798,0,0,62,41081,182,Left,TRUE,1,87,7,0.52,22.78,Fake
3490,Breaking News 3490,Emily Davis,This is the content of article 3490. It contains detailed analysis and reports.,Wisconsin,23-02-2020,Daily Mail,Health,-0.26,505,4544,0,0,71.79,30144,810,Center,FALSE,0,90,9,0.7,68.1,Real
3491,Breaking News 3491,Emily Davis,This is the content of article 3491. It contains detailed analysis and reports.,Missouri,27-08-2023,Fox News,Business,-0.32,681,5593,1,0,64.94,16912,375,Right,TRUE,0,8,4,0.67,79.64,Real
3492,Breaking News 3492,John Doe,This is the content of article 3492. It contains detailed analysis and reports.,New Jersey,22-01-2023,Fox News,Health,0.58,546,5992,1,1,46.46,8457,415,Left,TRUE,0,33,8,0.73,55.39,Real
3493,Breaking News 3493,Alex Johnson,This is the content of article 3493. It contains detailed analysis and reports.,Washington,21-12-2021,HuffPost,Business,0.53,1357,5053,0,1,31.89,13083,385,Right,TRUE,1,84,5,0.62,69.41,Fake
3494,Breaking News 3494,Chris Lee,This is the content of article 3494. It contains detailed analysis and reports.,Florida,23-03-2023,CNN,Business,0.46,805,984,1,1,53.37,11117,721,Center,Mixed,0,61,9,0.21,94.64,Fake
3495,Breaking News 3495,Chris Lee,This is the content of article 3495. It contains detailed analysis and reports.,Indiana,18-12-2023,Daily Mail,Entertainment,0.56,695,7786,1,1,63.26,18960,502,Left,FALSE,0,84,3,0.04,72.39,Real
3496,Breaking News 3496,Chris Lee,This is the content of article 3496. It contains detailed analysis and reports.,Texas,12-02-2021,Daily Mail,Sports,0.24,1062,7759,0,0,66.19,37238,743,Center,TRUE,1,9,6,0.63,30.87,Fake
3497,Breaking News 3497,Alex Johnson,This is the content of article 3497. It contains detailed analysis and reports.,Indiana,22-03-2020,Washington Post,Technology,0.22,1436,2217,1,1,78.2,16364,743,Center,TRUE,0,30,10,0.2,1.09,Real
3498,Breaking News 3498,Jane Smith,This is the content of article 3498. It contains detailed analysis and reports.,Virginia,31-10-2022,The Guardian,Health,0.04,738,1547,0,1,79.51,31560,500,Left,FALSE,1,38,2,0.76,32.01,Real
3499,Breaking News 3499,Jane Smith,This is the content of article 3499. It contains detailed analysis and reports.,Virginia,05-05-2021,The Guardian,Sports,-0.12,1133,3512,0,0,77.27,34792,314,Right,FALSE,1,56,6,0.57,16.51,Fake
3500,Breaking News 3500,Jane Smith,This is the content of article 3500. It contains detailed analysis and reports.,California,21-10-2023,InfoWars,Politics,-0.58,360,4923,1,1,40.77,38620,778,Right,FALSE,1,20,6,0.73,34.3,Real
3501,Breaking News 3501,Alex Johnson,This is the content of article 3501. It contains detailed analysis and reports.,Wisconsin,09-10-2021,Breitbart,Technology,-0.5,445,7387,0,0,68.78,16418,219,Right,Mixed,0,63,10,0.53,57.24,Real
3502,Breaking News 3502,John Doe,This is the content of article 3502. It contains detailed analysis and reports.,Arizona,25-03-2021,HuffPost,Entertainment,-0.13,935,1436,1,0,42.86,27108,5,Right,FALSE,0,39,5,0.62,76.09,Fake
3503,Breaking News 3503,Chris Lee,This is the content of article 3503. It contains detailed analysis and reports.,Washington,21-12-2023,HuffPost,Business,-0.14,295,2494,0,1,38.81,11858,668,Center,FALSE,0,2,3,0.6,16.39,Fake
3504,Breaking News 3504,Chris Lee,This is the content of article 3504. It contains detailed analysis and reports.,Maryland,19-05-2020,Fox News,Technology,-0.59,206,4968,0,1,77.52,15402,371,Center,TRUE,0,44,3,0.96,34.7,Real
3505,Breaking News 3505,Jane Smith,This is the content of article 3505. It contains detailed analysis and reports.,Pennsylvania,21-08-2022,New York Times,Entertainment,-0.41,1124,4387,1,0,63.49,21577,421,Center,TRUE,0,51,9,0.6,58.06,Fake
3506,Breaking News 3506,Jane Smith,This is the content of article 3506. It contains detailed analysis and reports.,Michigan,20-04-2021,The Onion,Politics,-0.7,1151,3795,0,0,42.47,7302,908,Right,FALSE,1,78,8,0.14,4,Real
3507,Breaking News 3507,Emily Davis,This is the content of article 3507. It contains detailed analysis and reports.,North Carolina,12-07-2022,The Onion,Politics,0.73,992,3225,1,1,33.93,6613,467,Right,TRUE,0,27,5,0.22,72.74,Real
3508,Breaking News 3508,Emily Davis,This is the content of article 3508. It contains detailed analysis and reports.,Ohio,23-01-2024,CNN,Politics,0.67,1288,6048,1,1,69.82,27388,365,Left,FALSE,1,65,3,0.29,13.85,Fake
3509,Breaking News 3509,Chris Lee,This is the content of article 3509. It contains detailed analysis and reports.,Missouri,15-09-2023,The Onion,Politics,0.49,183,2092,1,0,71.12,42804,582,Center,Mixed,0,67,8,0.34,47.69,Real
3510,Breaking News 3510,Emily Davis,This is the content of article 3510. It contains detailed analysis and reports.,Indiana,05-12-2023,Reuters,Politics,0.78,1099,4080,0,0,53.83,6418,43,Left,TRUE,1,71,9,0.13,84.27,Real
3511,Breaking News 3511,Emily Davis,This is the content of article 3511. It contains detailed analysis and reports.,Texas,20-12-2023,Daily Mail,Technology,0.64,772,7579,1,1,43.33,34932,816,Left,Mixed,0,45,4,0.34,53.16,Fake
3512,Breaking News 3512,Chris Lee,This is the content of article 3512. It contains detailed analysis and reports.,Missouri,24-08-2022,BBC,Health,0.03,352,4790,0,0,75.21,28700,341,Left,TRUE,1,92,8,0.21,32.66,Fake
3513,Breaking News 3513,Alex Johnson,This is the content of article 3513. It contains detailed analysis and reports.,Georgia,25-12-2021,The Onion,Health,0.39,484,3237,0,0,59.05,15188,768,Center,TRUE,0,86,4,0.12,82.08,Real
3514,Breaking News 3514,John Doe,This is the content of article 3514. It contains detailed analysis and reports.,New York,22-02-2020,Washington Post,Business,0.74,603,6190,1,0,41.56,169,634,Center,FALSE,1,52,7,0.12,37.34,Fake
3515,Breaking News 3515,John Doe,This is the content of article 3515. It contains detailed analysis and reports.,Missouri,14-12-2022,The Onion,Politics,-0.22,179,5808,0,0,77.86,35967,118,Left,TRUE,1,33,4,0.88,74.99,Fake
3516,Breaking News 3516,Chris Lee,This is the content of article 3516. It contains detailed analysis and reports.,Missouri,27-10-2022,Daily Mail,Business,0.84,549,930,1,1,33.15,3977,419,Center,Mixed,0,28,9,0.97,28.62,Fake
3517,Breaking News 3517,Alex Johnson,This is the content of article 3517. It contains detailed analysis and reports.,Georgia,14-08-2023,New York Times,Entertainment,0.76,871,7345,0,1,38.74,25991,766,Center,FALSE,1,50,1,0.69,86.79,Fake
3518,Breaking News 3518,Chris Lee,This is the content of article 3518. It contains detailed analysis and reports.,Ohio,08-10-2021,The Onion,Health,0.69,469,5837,1,1,67.71,22916,229,Center,Mixed,0,19,2,0.87,0.75,Real
3519,Breaking News 3519,Emily Davis,This is the content of article 3519. It contains detailed analysis and reports.,Wisconsin,15-02-2022,The Guardian,Sports,-0.5,1354,6888,1,0,33.27,32704,289,Center,Mixed,0,15,5,0.86,99.82,Fake
3520,Breaking News 3520,John Doe,This is the content of article 3520. It contains detailed analysis and reports.,North Carolina,16-08-2022,Fox News,Health,0.84,521,6916,1,0,59.02,32909,978,Right,FALSE,1,10,5,0.68,0.04,Fake
3521,Breaking News 3521,Jane Smith,This is the content of article 3521. It contains detailed analysis and reports.,Arizona,21-07-2023,Fox News,Entertainment,0.67,319,1342,0,1,65.86,11224,198,Right,TRUE,0,19,10,0.91,88.81,Real
3522,Breaking News 3522,Chris Lee,This is the content of article 3522. It contains detailed analysis and reports.,Pennsylvania,30-03-2022,Fox News,Business,0.38,568,4247,0,0,46.48,40383,7,Center,Mixed,0,71,1,0.09,39.67,Real
3523,Breaking News 3523,Chris Lee,This is the content of article 3523. It contains detailed analysis and reports.,Indiana,29-12-2023,CNN,Health,0.19,1257,3078,1,0,67.67,1768,684,Left,FALSE,1,36,8,0.61,71.86,Real
3524,Breaking News 3524,Chris Lee,This is the content of article 3524. It contains detailed analysis and reports.,Ohio,16-03-2022,The Onion,Business,-0.36,519,2097,0,0,56.3,36743,524,Right,Mixed,0,27,7,0.28,78.77,Real
3525,Breaking News 3525,Jane Smith,This is the content of article 3525. It contains detailed analysis and reports.,Washington,20-11-2021,Fox News,Sports,-0.34,1008,2296,1,1,47.5,27815,21,Right,FALSE,1,34,10,0.32,67.56,Real
3526,Breaking News 3526,Emily Davis,This is the content of article 3526. It contains detailed analysis and reports.,Texas,18-05-2022,Reuters,Health,-0.83,326,3759,0,0,38.18,43795,94,Center,TRUE,0,5,10,0.68,6.03,Fake
3527,Breaking News 3527,Alex Johnson,This is the content of article 3527. It contains detailed analysis and reports.,Massachusetts,05-08-2023,New York Times,Sports,-0.22,1035,2082,1,1,41.02,11875,945,Right,TRUE,1,53,1,0.62,89.07,Fake
3528,Breaking News 3528,Chris Lee,This is the content of article 3528. It contains detailed analysis and reports.,New Jersey,16-06-2020,HuffPost,Politics,0.8,1189,7099,0,1,31.21,11551,563,Center,FALSE,1,87,9,0.13,11.02,Fake
3529,Breaking News 3529,John Doe,This is the content of article 3529. It contains detailed analysis and reports.,Virginia,05-10-2020,CNN,Technology,0.43,154,7945,0,0,56.69,5201,441,Left,FALSE,1,10,8,0.18,1.8,Real
3530,Breaking News 3530,John Doe,This is the content of article 3530. It contains detailed analysis and reports.,Indiana,25-02-2021,CNN,Sports,-0.25,667,2395,1,1,74.81,8963,633,Left,Mixed,0,68,7,0.22,35.13,Fake
3531,Breaking News 3531,Jane Smith,This is the content of article 3531. It contains detailed analysis and reports.,North Carolina,07-11-2020,Fox News,Technology,0.67,828,1554,0,0,59.61,33453,39,Left,FALSE,1,67,8,0.2,22.03,Fake
3532,Breaking News 3532,Chris Lee,This is the content of article 3532. It contains detailed analysis and reports.,Ohio,01-08-2021,CNN,Sports,-0.15,1422,5420,0,0,49.94,13295,615,Right,Mixed,1,63,6,0.45,96.41,Real
3533,Breaking News 3533,John Doe,This is the content of article 3533. It contains detailed analysis and reports.,Washington,08-07-2021,Daily Mail,Business,-0.68,213,2905,1,1,54.4,16230,258,Left,FALSE,0,59,1,0.09,41.85,Real
3534,Breaking News 3534,Chris Lee,This is the content of article 3534. It contains detailed analysis and reports.,California,26-07-2022,Washington Post,Business,-0.77,407,5822,0,0,41.86,1376,51,Right,TRUE,1,33,10,0.7,29.02,Real
3535,Breaking News 3535,Emily Davis,This is the content of article 3535. It contains detailed analysis and reports.,Missouri,20-09-2023,Washington Post,Entertainment,-0.08,1230,1051,1,0,59.09,22293,632,Center,TRUE,1,67,6,0.57,81.56,Real
3536,Breaking News 3536,Chris Lee,This is the content of article 3536. It contains detailed analysis and reports.,Washington,08-01-2021,New York Times,Entertainment,0.86,1282,2948,0,1,75.92,27197,761,Center,Mixed,1,14,9,0.31,33.84,Real
3537,Breaking News 3537,Alex Johnson,This is the content of article 3537. It contains detailed analysis and reports.,Maryland,05-03-2021,CNN,Business,0.32,905,6886,0,1,49.42,9310,291,Left,TRUE,1,4,8,0.46,46.66,Real
3538,Breaking News 3538,Alex Johnson,This is the content of article 3538. It contains detailed analysis and reports.,Virginia,15-04-2021,New York Times,Business,0.57,294,4605,0,1,41.4,49852,29,Right,FALSE,1,6,7,0.83,91.99,Fake
3539,Breaking News 3539,Chris Lee,This is the content of article 3539. It contains detailed analysis and reports.,New York,11-08-2022,Fox News,Technology,0.12,371,5725,1,1,65.49,5847,780,Right,TRUE,1,66,9,0.91,45.25,Fake
3540,Breaking News 3540,Chris Lee,This is the content of article 3540. It contains detailed analysis and reports.,Washington,24-07-2022,Snopes,Business,-0.05,1452,2917,1,0,40.13,24906,562,Right,TRUE,0,28,5,0.45,91.4,Real
3541,Breaking News 3541,Jane Smith,This is the content of article 3541. It contains detailed analysis and reports.,Illinois,07-12-2020,HuffPost,Sports,0.39,1132,2906,0,0,38.79,5214,667,Right,FALSE,0,100,2,0.01,59.11,Real
3542,Breaking News 3542,Alex Johnson,This is the content of article 3542. It contains detailed analysis and reports.,Georgia,22-10-2022,The Onion,Sports,-0.14,318,4151,0,1,60.77,31503,633,Center,Mixed,0,12,9,0.86,82.79,Real
3543,Breaking News 3543,Emily Davis,This is the content of article 3543. It contains detailed analysis and reports.,Tennessee,11-05-2023,The Onion,Health,0.9,975,7186,0,1,41.46,29837,607,Center,FALSE,1,28,1,0.09,54.45,Real
3544,Breaking News 3544,Alex Johnson,This is the content of article 3544. It contains detailed analysis and reports.,New Jersey,16-06-2023,Snopes,Health,-0.62,1162,6816,0,1,69.06,2317,544,Right,Mixed,1,61,3,0.63,18.23,Real
3545,Breaking News 3545,Chris Lee,This is the content of article 3545. It contains detailed analysis and reports.,Wisconsin,04-02-2020,Breitbart,Politics,0.31,946,6839,1,1,39.11,49101,895,Right,FALSE,0,33,1,0.85,8.94,Real
3546,Breaking News 3546,Alex Johnson,This is the content of article 3546. It contains detailed analysis and reports.,Missouri,01-02-2024,The Onion,Entertainment,0.43,1010,1586,1,1,61.27,49470,543,Left,FALSE,1,29,9,0.43,77.2,Real
3547,Breaking News 3547,Jane Smith,This is the content of article 3547. It contains detailed analysis and reports.,North Carolina,26-01-2023,InfoWars,Technology,-0.9,377,3825,1,0,36.62,2258,253,Center,FALSE,1,41,10,0.77,11.09,Fake
3548,Breaking News 3548,Alex Johnson,This is the content of article 3548. It contains detailed analysis and reports.,Michigan,13-05-2021,Washington Post,Entertainment,-0.79,400,5511,1,1,31.22,15579,566,Center,TRUE,1,77,9,0.35,6.9,Real
3549,Breaking News 3549,Alex Johnson,This is the content of article 3549. It contains detailed analysis and reports.,Wisconsin,19-11-2022,Daily Mail,Business,0.54,1346,7671,0,1,76.76,6046,229,Left,TRUE,0,32,8,0.72,79.66,Real
3550,Breaking News 3550,John Doe,This is the content of article 3550. It contains detailed analysis and reports.,Indiana,26-09-2022,Snopes,Business,0.68,265,3203,0,0,60.69,30757,915,Right,TRUE,0,20,8,0.88,96.46,Fake
3551,Breaking News 3551,Emily Davis,This is the content of article 3551. It contains detailed analysis and reports.,Illinois,29-11-2023,New York Times,Business,-0.49,239,6166,0,0,51.63,6831,639,Right,FALSE,0,30,6,0.34,18.44,Real
3552,Breaking News 3552,John Doe,This is the content of article 3552. It contains detailed analysis and reports.,North Carolina,03-05-2020,New York Times,Sports,0,720,6640,0,1,53.49,28955,279,Center,TRUE,0,59,7,0.64,54.08,Real
3553,Breaking News 3553,Jane Smith,This is the content of article 3553. It contains detailed analysis and reports.,Massachusetts,05-11-2023,Snopes,Business,0.14,786,5830,0,0,71.28,10711,267,Center,TRUE,0,85,1,0.67,41.1,Real
3554,Breaking News 3554,Chris Lee,This is the content of article 3554. It contains detailed analysis and reports.,Florida,04-08-2020,Fox News,Health,0.88,1487,6079,1,1,57.58,13447,471,Center,FALSE,0,24,6,0.89,92.53,Fake
3555,Breaking News 3555,Jane Smith,This is the content of article 3555. It contains detailed analysis and reports.,North Carolina,06-11-2021,CNN,Sports,-0.01,126,2829,0,0,55.09,3803,650,Right,Mixed,0,49,9,0.31,29.92,Fake
3556,Breaking News 3556,Alex Johnson,This is the content of article 3556. It contains detailed analysis and reports.,Ohio,23-08-2020,Breitbart,Technology,0.37,350,1761,0,0,59.15,23604,727,Right,TRUE,0,89,7,0.62,68.68,Fake
3557,Breaking News 3557,John Doe,This is the content of article 3557. It contains detailed analysis and reports.,Pennsylvania,25-02-2020,New York Times,Entertainment,0.23,537,3670,1,0,37.71,17992,295,Left,Mixed,1,68,5,0.49,29.81,Real
3558,Breaking News 3558,Emily Davis,This is the content of article 3558. It contains detailed analysis and reports.,Illinois,14-07-2022,Daily Mail,Entertainment,0.56,780,4121,1,0,43.08,26072,489,Center,TRUE,0,32,9,0.56,37.27,Fake
3559,Breaking News 3559,Emily Davis,This is the content of article 3559. It contains detailed analysis and reports.,Massachusetts,04-09-2022,New York Times,Politics,0.54,466,3690,0,1,65.66,20210,825,Left,Mixed,0,52,7,0.15,82.76,Fake
3560,Breaking News 3560,Emily Davis,This is the content of article 3560. It contains detailed analysis and reports.,Washington,30-09-2022,Breitbart,Business,0.08,985,1004,0,1,36.42,30839,660,Right,FALSE,0,43,2,0.29,78.42,Fake
3561,Breaking News 3561,Jane Smith,This is the content of article 3561. It contains detailed analysis and reports.,Illinois,14-05-2021,Fox News,Entertainment,0.1,334,4376,0,0,48.4,25628,349,Right,FALSE,1,14,6,0.85,35.09,Fake
3562,Breaking News 3562,Emily Davis,This is the content of article 3562. It contains detailed analysis and reports.,Michigan,05-05-2021,HuffPost,Technology,0.84,812,3111,0,0,34.85,30030,977,Left,TRUE,1,94,1,0.18,67.19,Fake
3563,Breaking News 3563,Chris Lee,This is the content of article 3563. It contains detailed analysis and reports.,Arizona,01-12-2020,Washington Post,Sports,0.33,1492,859,0,0,46.08,44227,80,Center,Mixed,0,79,2,0.38,17.8,Real
3564,Breaking News 3564,Chris Lee,This is the content of article 3564. It contains detailed analysis and reports.,Wisconsin,22-01-2020,Breitbart,Sports,-0.99,1060,2620,0,0,72.05,17913,424,Center,Mixed,1,14,3,0.38,48.67,Real
3565,Breaking News 3565,Chris Lee,This is the content of article 3565. It contains detailed analysis and reports.,California,18-01-2024,Reuters,Technology,-0.54,1487,3491,0,1,52.74,20020,73,Left,Mixed,0,70,9,0.27,92.97,Fake
3566,Breaking News 3566,Jane Smith,This is the content of article 3566. It contains detailed analysis and reports.,Georgia,22-05-2020,BBC,Entertainment,-0.19,1422,1912,1,0,72.52,24325,782,Left,Mixed,1,86,1,0.64,62.67,Fake
3567,Breaking News 3567,John Doe,This is the content of article 3567. It contains detailed analysis and reports.,Ohio,09-04-2023,The Onion,Health,0.41,276,534,1,0,62.89,45587,134,Left,Mixed,1,91,1,0.26,49.52,Real
3568,Breaking News 3568,Emily Davis,This is the content of article 3568. It contains detailed analysis and reports.,Indiana,13-04-2023,BBC,Business,-0.82,656,7234,0,1,79.36,19415,798,Left,Mixed,1,10,1,0.95,69.46,Real
3569,Breaking News 3569,John Doe,This is the content of article 3569. It contains detailed analysis and reports.,Tennessee,29-05-2022,BBC,Business,0.23,434,3828,0,1,48.05,38156,679,Right,TRUE,0,98,10,0.42,77.16,Fake
3570,Breaking News 3570,John Doe,This is the content of article 3570. It contains detailed analysis and reports.,North Carolina,13-11-2022,CNN,Technology,-0.7,1120,6680,1,0,39.73,25673,284,Center,Mixed,0,50,6,0.84,15.39,Fake
3571,Breaking News 3571,Jane Smith,This is the content of article 3571. It contains detailed analysis and reports.,Maryland,04-01-2021,InfoWars,Sports,-0.6,533,7742,1,1,50.05,13814,703,Center,Mixed,1,39,2,0.38,56.05,Real
3572,Breaking News 3572,Jane Smith,This is the content of article 3572. It contains detailed analysis and reports.,North Carolina,31-10-2022,Washington Post,Sports,0.33,1250,7772,1,1,43.82,25000,526,Right,TRUE,0,55,3,0.69,62.12,Real
3573,Breaking News 3573,Chris Lee,This is the content of article 3573. It contains detailed analysis and reports.,Massachusetts,08-11-2023,The Guardian,Sports,-0.34,575,6464,1,0,76.81,47715,193,Center,TRUE,1,71,8,0.26,49.22,Fake
3574,Breaking News 3574,Chris Lee,This is the content of article 3574. It contains detailed analysis and reports.,Washington,12-07-2021,HuffPost,Technology,0.73,684,3352,0,0,42.61,29367,468,Left,TRUE,1,76,3,0.36,9.32,Real
